customer_id,segment,segment_name,recency,frequency,monetary_gross,churned
13451,3,Champions,19,11,5866.01,0
13452,1,At Risk,67,3,729.8,1
13453,1,At Risk,97,4,609.7099999999998,0
13455,0,Loyal Customers,8,10,2540.53,0
13457,1,At Risk,496,4,148.22,1
13458,3,Champions,22,13,7942.32,0
13459,1,At Risk,432,2,1160.41,1
13461,2,Potential Loyalists,208,5,2715.0000000000005,0
13462,2,Potential Loyalists,60,5,1153.85,1
13464,2,Potential Loyalists,202,6,2422.96,0
13465,1,At Risk,254,2,931.12,1
13466,1,At Risk,204,5,705.45,0
13468,3,Champions,4,68,11276.66,0
13472,1,At Risk,271,2,592.24,1
13473,2,Potential Loyalists,138,9,2476.38,0
13474,1,At Risk,44,3,663.7900000000001,1
13475,0,Loyal Customers,25,3,1278.4800000000002,0
13476,2,Potential Loyalists,82,5,1550.6,0
13477,0,Loyal Customers,19,9,1895.6200000000003,0
13478,2,Potential Loyalists,277,7,2215.78,1
13479,0,Loyal Customers,6,7,851.3699999999999,1
13480,1,At Risk,224,2,627.82,1
13481,0,Loyal Customers,0,10,3005.2699999999995,0
13482,1,At Risk,40,2,336.09,1
13484,0,Loyal Customers,49,4,790.7199999999999,1
13485,2,Potential Loyalists,41,15,3015.2200000000003,1
13487,0,Loyal Customers,21,4,680.2699999999998,0
13488,3,Champions,4,20,12150.0,0
13489,1,At Risk,97,2,235.68,0
13491,3,Champions,55,25,4382.369999999999,0
13493,1,At Risk,83,2,498.63,1
13495,2,Potential Loyalists,40,11,4401.82,0
13496,1,At Risk,166,2,501.00999999999993,0
13497,2,Potential Loyalists,90,7,1320.33,1
13501,2,Potential Loyalists,50,5,2885.11,1
13502,1,At Risk,82,5,677.6599999999999,0
13503,2,Potential Loyalists,287,8,1607.34,0
13506,2,Potential Loyalists,120,8,1639.2,1
13508,1,At Risk,51,2,287.05,1
13509,1,At Risk,62,4,785.0200000000001,0
13510,2,Potential Loyalists,183,12,2766.7300000000005,0
13511,1,At Risk,291,2,282.76,1
13512,1,At Risk,68,4,713.3900000000001,1
13513,1,At Risk,249,3,619.49,0
13514,1,At Risk,236,3,663.7,0
13515,1,At Risk,55,3,578.1,0
13516,1,At Risk,46,2,441.85,0
13520,2,Potential Loyalists,67,10,3924.35,0
13523,0,Loyal Customers,7,4,3505.88,0
13526,1,At Risk,546,4,1182.0000000000002,1
13527,0,Loyal Customers,9,8,2981.8700000000003,0
13531,0,Loyal Customers,13,6,1738.5199999999995,1
13534,3,Champions,7,43,4499.620000000001,0
13537,1,At Risk,233,2,717.8499999999999,1
13538,2,Potential Loyalists,82,7,2336.1800000000003,0
13539,2,Potential Loyalists,47,8,1253.6699999999998,0
13540,1,At Risk,275,3,632.3900000000001,1
13541,1,At Risk,231,3,785.25,1
13542,2,Potential Loyalists,184,18,4006.17,1
13543,1,At Risk,442,2,1439.61,1
13544,0,Loyal Customers,48,6,660.5,0
13545,1,At Risk,198,3,374.64,1
13546,0,Loyal Customers,8,3,653.31,0
13548,1,At Risk,51,2,507.59,0
13549,0,Loyal Customers,0,5,600.15,0
13551,1,At Risk,127,2,244.2,1
13552,3,Champions,13,22,5100.139999999999,0
13554,2,Potential Loyalists,188,10,1638.2800000000002,1
13555,3,Champions,9,14,6439.959999999999,0
13556,1,At Risk,237,2,200.82,1
13557,2,Potential Loyalists,88,15,2688.88,0
13559,1,At Risk,320,2,990.0,1
13561,0,Loyal Customers,23,11,1820.72,1
13562,2,Potential Loyalists,53,6,3642.12,0
13564,3,Champions,162,49,16630.8,1
13565,1,At Risk,142,2,284.76,0
13566,1,At Risk,242,3,829.56,0
13567,2,Potential Loyalists,236,5,1083.69,1
13569,1,At Risk,175,3,638.3499999999999,0
13571,3,Champions,0,17,2846.82,0
13573,1,At Risk,61,5,652.39,0
13576,3,Champions,27,20,7580.799999999999,0
13577,2,Potential Loyalists,49,10,2153.4300000000003,0
13579,2,Potential Loyalists,177,5,1236.6999999999998,0
13581,1,At Risk,117,2,280.53000000000003,1
13582,1,At Risk,197,2,241.68,1
13584,1,At Risk,114,5,392.44999999999993,1
13585,1,At Risk,338,4,684.5399999999998,1
13587,1,At Risk,257,3,961.1,0
13589,1,At Risk,257,4,741.0899999999999,0
13590,3,Champions,7,17,5279.700000000001,0
13591,0,Loyal Customers,12,7,1753.04,0
13593,2,Potential Loyalists,71,14,4509.56,0
13594,1,At Risk,293,2,136.35,0
13595,1,At Risk,324,3,818.22,1
13597,1,At Risk,196,3,396.71,1
13598,1,At Risk,303,4,609.4200000000001,0
13599,3,Champions,6,32,7019.62,0
13600,1,At Risk,120,2,518.42,1
13601,0,Loyal Customers,19,3,865.02,0
13602,1,At Risk,189,3,596.2800000000001,0
13604,1,At Risk,460,2,717.62,1
13605,1,At Risk,195,2,522.67,1
13606,1,At Risk,51,2,250.42,0
13607,1,At Risk,200,2,400.3,0
13610,2,Potential Loyalists,51,11,1392.4700000000005,0
13611,2,Potential Loyalists,167,11,2450.88,0
13612,1,At Risk,326,2,818.29,1
13613,1,At Risk,260,5,1039.85,1
13614,1,At Risk,138,3,954.48,0
13615,2,Potential Loyalists,120,12,6272.530000000001,1
13616,1,At Risk,376,2,288.1,1
13617,1,At Risk,216,6,734.57,0
13619,1,At Risk,352,2,230.19,1
13622,1,At Risk,496,2,658.95,1
13623,0,Loyal Customers,18,13,2370.63,0
13624,1,At Risk,189,2,462.08,1
13626,1,At Risk,60,3,707.0400000000001,1
13627,0,Loyal Customers,12,5,1213.35,0
13629,3,Champions,18,12,8466.5,0
13630,1,At Risk,53,3,730.9200000000001,0
13632,2,Potential Loyalists,41,6,2139.91,0
13634,2,Potential Loyalists,50,13,4078.03,0
13635,2,Potential Loyalists,245,5,1928.13,0
13636,1,At Risk,56,4,541.45,0
13641,1,At Risk,448,6,942.37,1
13642,0,Loyal Customers,23,5,514.72,1
13643,2,Potential Loyalists,188,12,1637.33,0
13646,1,At Risk,207,3,326.25,1
13647,0,Loyal Customers,42,5,1818.2,0
13648,2,Potential Loyalists,208,11,1759.07,1
13649,2,Potential Loyalists,64,6,1678.88,1
13650,0,Loyal Customers,13,12,2197.1800000000003,0
13651,1,At Risk,189,2,132.65,0
13652,2,Potential Loyalists,64,4,2114.01,0
13654,0,Loyal Customers,9,8,4773.509999999999,0
13655,2,Potential Loyalists,49,7,1731.19,0
13656,2,Potential Loyalists,145,6,861.8999999999999,0
13658,0,Loyal Customers,5,8,4319.63,0
13659,3,Champions,5,17,4894.880000000001,1
13660,1,At Risk,203,2,314.59,1
13662,0,Loyal Customers,15,14,1885.29,0
13663,2,Potential Loyalists,188,5,1858.04,0
13665,1,At Risk,194,3,1711.66,1
13666,1,At Risk,95,4,106.45,0
13668,3,Champions,9,32,10484.419999999998,0
13672,1,At Risk,109,6,419.92,1
13674,1,At Risk,237,2,240.67999999999995,1
13676,1,At Risk,347,3,243.9,1
13677,1,At Risk,212,2,556.19,1
13679,1,At Risk,301,3,281.26,1
13680,2,Potential Loyalists,144,11,10104.84,0
13684,1,At Risk,93,6,596.98,1
13686,1,At Risk,188,2,337.04,0
13692,0,Loyal Customers,21,6,2497.66,0
13693,2,Potential Loyalists,133,12,2011.82,1
13694,3,Champions,0,131,159642.53999999998,0
13695,0,Loyal Customers,21,5,552.08,0
13696,2,Potential Loyalists,229,4,2020.4,1
13698,1,At Risk,404,2,465.53,1
13699,1,At Risk,355,2,455.57,0
13700,2,Potential Loyalists,48,9,1292.0,0
13701,1,At Risk,245,2,161.0,1
13703,1,At Risk,126,3,425.56,1
13705,2,Potential Loyalists,181,5,1641.61,0
13706,1,At Risk,110,2,631.1699999999998,1
13707,2,Potential Loyalists,75,5,3365.86,1
13709,2,Potential Loyalists,123,6,1738.4000000000003,0
13710,1,At Risk,231,2,329.04,0
13711,0,Loyal Customers,26,15,1792.26,1
13712,1,At Risk,54,2,766.4200000000001,1
13713,1,At Risk,216,3,743.26,1
13715,3,Champions,89,21,8483.29,1
13717,0,Loyal Customers,41,7,888.88,0
13718,1,At Risk,54,2,306.54999999999995,1
13719,0,Loyal Customers,13,8,2111.33,0
13722,2,Potential Loyalists,90,8,4723.469999999999,0
13723,0,Loyal Customers,25,6,1209.2000000000005,1
13725,0,Loyal Customers,33,8,1751.6,0
13727,1,At Risk,419,7,746.5700000000002,0
13728,0,Loyal Customers,6,13,2332.960000000001,0
13729,1,At Risk,243,5,724.73,1
13733,1,At Risk,218,3,487.03,1
13734,2,Potential Loyalists,316,6,6701.639999999999,1
13735,3,Champions,42,16,7863.129999999999,0
13736,2,Potential Loyalists,68,11,2391.84,0
13740,2,Potential Loyalists,48,5,1597.7700000000002,1
13742,0,Loyal Customers,21,6,1642.48,0
13745,1,At Risk,349,2,477.32,0
13747,1,At Risk,181,2,249.4,1
13748,0,Loyal Customers,40,7,1900.95,0
13750,2,Potential Loyalists,104,10,2643.7200000000007,0
13752,0,Loyal Customers,16,4,1129.12,0
13753,2,Potential Loyalists,95,4,2094.57,1
13754,1,At Risk,125,2,320.45,0
13756,3,Champions,13,14,5421.589999999999,0
13758,3,Champions,9,15,8475.11,0
13760,2,Potential Loyalists,64,5,1211.9399999999998,0
13761,1,At Risk,310,4,881.52,0
13762,0,Loyal Customers,12,6,2472.48,1
13763,2,Potential Loyalists,196,3,3502.48,0
13764,2,Potential Loyalists,145,4,1923.44,0
13767,3,Champions,8,74,25561.459999999995,0
13768,2,Potential Loyalists,371,8,875.97,1
13769,3,Champions,15,21,4451.92,0
13770,1,At Risk,230,4,785.37,1
13771,0,Loyal Customers,7,7,4559.219999999999,0
13772,2,Potential Loyalists,47,7,2210.51,0
13773,1,At Risk,204,2,301.54,1
13777,3,Champions,14,55,40417.91,0
13778,1,At Risk,299,4,945.79,0
13781,1,At Risk,58,4,778.8300000000002,1
13782,2,Potential Loyalists,42,10,1243.02,0
13783,2,Potential Loyalists,295,4,1542.09,1
13784,0,Loyal Customers,26,9,1219.91,0
13785,1,At Risk,236,4,542.49,1
13786,2,Potential Loyalists,175,7,3358.94,1
13787,2,Potential Loyalists,172,8,1019.86,0
13792,1,At Risk,95,2,263.0,0
13795,1,At Risk,196,4,836.2999999999998,1
13797,1,At Risk,244,4,1179.4500000000005,1
13798,3,Champions,4,98,60975.53999999999,0
13799,2,Potential Loyalists,102,12,2456.41,0
13800,2,Potential Loyalists,117,3,1679.56,1
13802,3,Champions,62,22,24790.75,0
13803,2,Potential Loyalists,63,4,1338.91,1
13804,1,At Risk,97,3,1296.36,0
13807,1,At Risk,175,4,534.8,1
13809,1,At Risk,113,3,679.6999999999999,1
13813,2,Potential Loyalists,329,7,1218.6100000000004,0
13814,1,At Risk,321,2,678.1999999999999,0
13815,2,Potential Loyalists,126,6,3992.39,0
13819,2,Potential Loyalists,109,7,2642.35,1
13820,1,At Risk,226,5,660.65,1
13821,2,Potential Loyalists,69,6,1295.24,0
13823,2,Potential Loyalists,187,6,2445.7900000000004,0
13824,0,Loyal Customers,11,12,2848.8,0
13825,1,At Risk,429,2,255.59,1
13829,1,At Risk,167,2,102.0,1
13830,1,At Risk,382,2,156.85,1
13831,3,Champions,8,17,5918.58,0
13834,1,At Risk,384,3,324.19,1
13835,0,Loyal Customers,23,5,589.15,0
13836,1,At Risk,207,3,620.3700000000001,1
13837,0,Loyal Customers,19,2,271.24,1
13838,2,Potential Loyalists,177,7,1512.47,0
13842,3,Champions,7,16,4072.76,0
13846,0,Loyal Customers,50,4,1106.66,0
13848,2,Potential Loyalists,105,7,3015.0,0
13849,2,Potential Loyalists,205,4,1931.35,0
13851,2,Potential Loyalists,96,7,2201.32,0
13852,1,At Risk,414,2,187.35,1
13854,3,Champions,4,34,9303.98,0
13855,2,Potential Loyalists,308,5,1310.34,1
13856,0,Loyal Customers,11,11,847.9300000000001,0
13857,2,Potential Loyalists,201,7,1000.91,1
13859,1,At Risk,134,2,515.8599999999999,1
13861,1,At Risk,237,3,273.26,1
13862,0,Loyal Customers,40,5,1199.04,0
13863,2,Potential Loyalists,53,6,1239.55,1
13869,2,Potential Loyalists,70,9,6591.58,0
13870,2,Potential Loyalists,95,9,3485.17,0
13871,3,Champions,14,12,3878.33,0
13872,2,Potential Loyalists,321,6,919.57,1
13873,0,Loyal Customers,26,8,879.7199999999999,0
13874,2,Potential Loyalists,166,10,2049.15,1
13875,2,Potential Loyalists,65,11,3711.26,0
13877,1,At Risk,272,4,332.44,0
13878,1,At Risk,355,3,1191.53,0
13880,0,Loyal Customers,25,9,2198.52,0
13881,3,Champions,21,33,31589.04,0
13883,3,Champions,8,23,5603.67,0
13884,2,Potential Loyalists,85,12,1297.13,0
13888,0,Loyal Customers,26,6,1802.94,0
13889,2,Potential Loyalists,190,7,1574.3300000000004,0
13890,2,Potential Loyalists,125,10,1233.9199999999998,0
13891,1,At Risk,186,3,863.5600000000001,1
13892,1,At Risk,54,3,689.2,0
13894,1,At Risk,110,2,160.85,0
13895,1,At Risk,314,3,1415.45,0
13897,1,At Risk,246,2,849.5600000000001,0
13898,1,At Risk,133,2,686.4,1
13900,0,Loyal Customers,0,6,1602.09,0
13901,2,Potential Loyalists,64,17,3457.44,0
13902,2,Potential Loyalists,440,7,34023.26,1
13905,1,At Risk,379,3,312.65,1
13909,1,At Risk,231,2,286.6,1
13911,3,Champions,5,19,3357.99,0
13915,1,At Risk,202,2,70.8,1
13916,2,Potential Loyalists,271,5,1275.81,1
13919,1,At Risk,232,2,903.87,0
13920,2,Potential Loyalists,239,5,1774.6800000000003,1
13921,1,At Risk,207,5,730.7000000000002,1
13922,1,At Risk,159,5,865.2,1
13927,1,At Risk,221,2,359.27,0
13929,2,Potential Loyalists,130,13,3064.3,0
13931,2,Potential Loyalists,88,10,4398.06,0
13935,2,Potential Loyalists,404,3,6116.92,1
13936,1,At Risk,190,2,563.0799999999999,0
13937,1,At Risk,204,2,721.28,0
13939,2,Potential Loyalists,118,8,1176.9100000000003,0
13941,2,Potential Loyalists,105,13,8128.299999999998,0
13945,1,At Risk,202,2,854.1499999999999,1
13946,0,Loyal Customers,9,6,1800.6300000000003,0
13948,1,At Risk,168,5,548.76,1
13951,1,At Risk,44,2,516.05,0
13952,3,Champions,19,17,12823.52,1
13953,0,Loyal Customers,18,8,4875.0,0
13955,1,At Risk,113,2,427.31,0
13957,1,At Risk,225,3,458.25,1
13958,2,Potential Loyalists,180,12,4709.23,1
13959,1,At Risk,89,5,815.4200000000001,0
13961,1,At Risk,193,2,538.3999999999999,1
13962,1,At Risk,53,2,310.85,0
13963,2,Potential Loyalists,116,18,3011.87,1
13964,1,At Risk,195,3,438.9,1
13965,1,At Risk,263,5,996.61,1
13969,3,Champions,26,25,5819.01,0
13970,1,At Risk,194,2,846.55,1
13971,0,Loyal Customers,19,12,2883.8299999999995,0
13974,1,At Risk,385,3,264.13,0
13975,0,Loyal Customers,23,10,3794.17,0
13976,0,Loyal Customers,14,4,1192.36,1
13979,2,Potential Loyalists,201,10,2540.06,0
13980,2,Potential Loyalists,245,8,599.78,0
13981,1,At Risk,208,2,331.14,1
13982,2,Potential Loyalists,134,10,3477.58,0
13983,3,Champions,40,23,6050.39,0
13984,2,Potential Loyalists,57,10,1845.32,0
13985,0,Loyal Customers,22,10,3601.53,0
13987,1,At Risk,187,2,682.5400000000001,1
13988,0,Loyal Customers,4,5,1965.92,0
13989,0,Loyal Customers,47,4,1656.65,0
13992,1,At Risk,188,2,142.7,0
13993,3,Champions,13,17,4802.17,0
13995,2,Potential Loyalists,50,14,2818.77,0
13996,1,At Risk,194,2,845.76,1
13997,1,At Risk,327,3,382.31,1
13998,1,At Risk,254,3,566.6999999999999,1
13999,3,Champions,22,25,6847.27,0
14000,0,Loyal Customers,14,8,2046.34,1
14001,2,Potential Loyalists,40,8,3796.15,0
14004,2,Potential Loyalists,96,5,2575.8300000000004,0
14006,2,Potential Loyalists,49,6,1896.57,0
14008,1,At Risk,183,2,509.0400000000001,1
14009,0,Loyal Customers,6,4,1099.91,1
14010,1,At Risk,373,3,445.1499999999999,1
14011,1,At Risk,288,3,457.82,1
14013,1,At Risk,83,4,730.0500000000001,0
14014,1,At Risk,184,2,1443.03,0
14016,3,Champions,15,11,10326.83,0
14020,1,At Risk,284,3,606.21,0
14021,0,Loyal Customers,19,6,1586.38,0
14022,0,Loyal Customers,33,2,792.15,1
14025,2,Potential Loyalists,272,10,4057.9,1
14026,1,At Risk,278,2,713.11,1
14028,2,Potential Loyalists,358,4,10396.5,1
14030,3,Champions,51,19,7337.22,0
14031,3,Champions,4,45,31616.869999999995,0
14032,3,Champions,8,17,3410.25,0
14035,2,Potential Loyalists,75,8,2129.28,0
14037,2,Potential Loyalists,172,6,801.55,0
14038,0,Loyal Customers,8,6,2225.8200000000006,0
14040,3,Champions,23,32,10480.030000000002,0
14043,1,At Risk,299,3,304.25,1
14044,2,Potential Loyalists,117,8,2640.2700000000004,0
14045,2,Potential Loyalists,145,18,10905.03,0
14047,3,Champions,7,17,3582.34,0
14048,1,At Risk,85,4,748.6899999999999,1
14049,3,Champions,8,15,10615.77,0
14051,3,Champions,14,30,12657.09,0
14053,1,At Risk,205,2,312.05,0
14055,1,At Risk,385,2,795.3199999999999,0
14056,0,Loyal Customers,5,11,3301.98,0
14057,3,Champions,7,14,4867.41,0
14058,1,At Risk,270,2,469.19,1
14060,3,Champions,13,22,6335.76,0
14061,1,At Risk,315,3,917.43,1
14062,3,Champions,47,21,19973.980000000003,0
14063,2,Potential Loyalists,494,7,9471.5,1
14064,3,Champions,19,18,2820.84,0
14065,1,At Risk,197,4,891.0199999999999,1
14068,2,Potential Loyalists,128,5,1528.37,1
14069,1,At Risk,322,2,230.06,1
14075,1,At Risk,69,3,1090.5299999999995,0
14077,1,At Risk,33,3,315.27,0
14078,0,Loyal Customers,21,7,1225.59,0
14080,2,Potential Loyalists,221,5,1070.0800000000002,0
14081,2,Potential Loyalists,75,16,5370.1,1
14082,1,At Risk,172,2,413.36,1
14083,0,Loyal Customers,7,7,878.3000000000002,0
14085,3,Champions,6,25,8453.84,0
14087,1,At Risk,212,3,651.8,0
14088,2,Potential Loyalists,130,5,21089.9,0
14091,2,Potential Loyalists,462,2,9530.079999999998,1
14092,3,Champions,4,18,4950.01,0
14094,1,At Risk,247,2,335.22,1
14097,1,At Risk,289,2,422.86,1
14099,3,Champions,26,15,3983.0,0
14101,3,Champions,5,12,8144.53,0
14104,1,At Risk,197,3,552.37,0
14105,2,Potential Loyalists,47,8,5988.83,1
14107,0,Loyal Customers,28,10,3649.15,0
14108,1,At Risk,539,2,447.05,0
14110,3,Champions,28,25,9006.32,0
14112,3,Champions,11,20,4071.940000000001,0
14113,3,Champions,119,27,5685.6900000000005,0
14114,2,Potential Loyalists,81,7,1364.09,1
14115,1,At Risk,309,2,622.6700000000001,1
14119,1,At Risk,162,3,183.37,1
14122,1,At Risk,202,5,362.42,1
14127,2,Potential Loyalists,64,5,1642.6000000000004,0
14128,1,At Risk,63,3,592.25,0
14129,2,Potential Loyalists,68,5,1826.38,0
14130,2,Potential Loyalists,127,4,1882.67,1
14133,1,At Risk,109,4,623.5,0
14134,2,Potential Loyalists,190,15,11123.35,1
14135,3,Champions,28,18,7074.87,0
14136,2,Potential Loyalists,208,7,1570.8099999999995,1
14137,1,At Risk,489,2,332.70000000000005,1
14139,1,At Risk,298,3,670.9799999999999,0
14142,1,At Risk,181,4,983.15,1
14145,0,Loyal Customers,25,4,4986.450000000001,0
14146,2,Potential Loyalists,62,10,7163.030000000001,0
14147,2,Potential Loyalists,93,10,2289.6000000000004,0
14148,1,At Risk,41,2,466.29,1
14151,1,At Risk,481,3,679.4499999999999,1
14152,2,Potential Loyalists,40,8,1690.56,0
14154,2,Potential Loyalists,47,10,6460.7,1
14156,3,Champions,15,145,231145.52,0
14157,2,Potential Loyalists,93,5,847.07,0
14159,2,Potential Loyalists,64,13,3888.24,0
14160,2,Potential Loyalists,418,7,8421.47,1
14161,0,Loyal Customers,23,7,3318.88,1
14163,0,Loyal Customers,7,3,898.4999999999999,0
14166,1,At Risk,313,2,256.85,1
14167,2,Potential Loyalists,71,6,980.65,0
14168,1,At Risk,228,3,370.45,1
14169,1,At Risk,238,2,616.03,1
14170,1,At Risk,183,3,597.3299999999999,1
14172,1,At Risk,413,4,402.72,1
14173,0,Loyal Customers,27,4,249.2,0
14175,2,Potential Loyalists,130,13,4779.16,0
14176,2,Potential Loyalists,105,6,916.0100000000002,1
14177,2,Potential Loyalists,189,9,1669.93,0
14180,3,Champions,13,32,4855.199999999999,0
14181,1,At Risk,218,2,310.55000000000007,1
14182,1,At Risk,251,5,678.7700000000001,1
14183,1,At Risk,219,2,286.29,1
14186,2,Potential Loyalists,235,5,1550.63,1
14188,0,Loyal Customers,22,2,760.9000000000001,0
14189,3,Champions,8,13,3316.38,0
14191,0,Loyal Customers,4,6,562.0,0
14193,1,At Risk,77,2,779.34,0
14194,3,Champions,4,33,10728.94,0
14195,0,Loyal Customers,9,10,2615.6,1
14198,0,Loyal Customers,34,8,1051.63,0
14199,0,Loyal Customers,26,6,1091.7,1
14201,0,Loyal Customers,15,8,810.36,0
14202,1,At Risk,189,3,847.76,1
14204,1,At Risk,230,3,901.93,0
14205,2,Potential Loyalists,72,10,2170.4,0
14206,0,Loyal Customers,47,5,1185.01,1
14209,3,Champions,14,16,4002.99,0
14210,3,Champions,5,19,5555.33,0
14211,3,Champions,15,21,3071.08,0
14213,1,At Risk,179,2,1192.2,1
14215,2,Potential Loyalists,123,7,2548.7200000000003,0
14216,1,At Risk,217,2,310.74,0
14217,3,Champions,7,18,2235.8,0
14219,1,At Risk,217,2,543.8900000000001,0
14220,2,Potential Loyalists,55,4,1515.0,1
14221,3,Champions,14,11,3948.67,0
14224,0,Loyal Customers,23,7,1343.1,0
14225,2,Potential Loyalists,242,5,2037.02,1
14226,0,Loyal Customers,7,6,2479.74,0
14227,3,Champions,4,17,5414.72,0
14228,1,At Risk,245,3,745.5,1
14229,2,Potential Loyalists,99,10,1808.97,0
14230,1,At Risk,243,3,979.8,1
14231,0,Loyal Customers,40,4,927.86,0
14233,0,Loyal Customers,19,8,2400.65,0
14235,0,Loyal Customers,34,6,2837.68,0
14236,2,Potential Loyalists,180,6,1443.08,0
14237,1,At Risk,181,3,632.1399999999999,1
14238,1,At Risk,134,3,434.23,1
14239,3,Champions,8,19,3177.3600000000006,0
14240,1,At Risk,33,2,583.9999999999999,0
14242,1,At Risk,42,2,280.55,1
14243,3,Champions,53,15,6355.35,0
14244,1,At Risk,467,2,366.42,1
14247,2,Potential Loyalists,86,6,772.66,1
14248,1,At Risk,126,3,1032.9499999999998,1
14249,2,Potential Loyalists,218,12,5625.459999999999,1
14253,1,At Risk,301,2,363.4,1
14256,2,Potential Loyalists,62,9,2473.99,1
14257,2,Potential Loyalists,126,5,3474.87,0
14258,3,Champions,7,28,26989.18,0
14260,1,At Risk,279,3,824.28,1
14264,2,Potential Loyalists,53,7,1299.09,0
14265,1,At Risk,272,2,843.1700000000001,0
14267,0,Loyal Customers,48,6,836.36,0
14269,1,At Risk,243,2,295.73,1
14271,1,At Risk,33,2,219.13,1
14272,1,At Risk,62,3,614.9399999999999,0
14275,2,Potential Loyalists,203,6,1189.38,1
14276,2,Potential Loyalists,89,9,1324.14,0
14277,3,Champions,20,10,14274.59,0
14279,1,At Risk,328,2,191.86,1
14282,3,Champions,11,16,5929.5,0
14283,1,At Risk,271,4,628.4399999999999,1
14285,2,Potential Loyalists,321,5,1374.41,0
14286,2,Potential Loyalists,50,8,5901.09,0
14289,0,Loyal Customers,7,3,594.22,0
14290,2,Potential Loyalists,124,10,2979.47,0
14291,3,Champions,18,16,5634.31,0
14292,3,Champions,6,17,5479.53,0
14293,2,Potential Loyalists,113,8,2729.39,0
14295,2,Potential Loyalists,140,6,2186.71,0
14296,1,At Risk,221,3,456.4,1
14298,3,Champions,27,65,66475.81999999999,0
14299,3,Champions,124,32,12099.81,0
14301,2,Potential Loyalists,217,5,1352.04,0
14302,1,At Risk,238,3,742.9,1
14303,1,At Risk,215,2,277.94,1
14304,0,Loyal Customers,30,5,1725.01,1
14306,1,At Risk,186,4,1058.08,0
14307,0,Loyal Customers,27,8,3770.29,0
14309,2,Potential Loyalists,42,7,2364.1600000000008,0
14311,0,Loyal Customers,33,3,516.4499999999999,1
14312,2,Potential Loyalists,81,8,2072.7200000000003,0
14314,1,At Risk,221,2,109.8,0
14315,2,Potential Loyalists,74,4,1247.09,0
14316,2,Potential Loyalists,230,6,1370.34,1
14319,1,At Risk,232,2,494.8499999999999,1
14320,0,Loyal Customers,14,7,1346.75,1
14321,1,At Risk,141,4,1014.1300000000002,0
14322,1,At Risk,235,6,474.1,1
14324,1,At Risk,217,2,701.6099999999999,1
14326,0,Loyal Customers,42,4,940.98,1
14327,2,Potential Loyalists,190,5,1583.2800000000002,0
14329,3,Champions,35,19,7037.98,0
14332,1,At Risk,189,2,1077.2,0
14334,0,Loyal Customers,11,11,3444.5,0
14338,0,Loyal Customers,4,2,919.85,0
14339,0,Loyal Customers,42,5,620.27,1
14341,3,Champions,23,16,2988.19,0
14342,0,Loyal Customers,14,6,559.4799999999999,0
14343,1,At Risk,229,4,1088.91,1
14344,3,Champions,14,18,3089.65,0
14346,2,Potential Loyalists,105,4,1556.61,0
14350,1,At Risk,78,4,972.03,1
14353,0,Loyal Customers,23,3,376.5,1
14355,1,At Risk,173,3,1014.4499999999998,1
14358,1,At Risk,197,3,400.06,1
14363,1,At Risk,210,2,227.47,1
14365,1,At Risk,202,2,634.68,1
14369,1,At Risk,450,2,469.13,1
14370,2,Potential Loyalists,258,9,1175.78,1
14372,1,At Risk,251,3,860.0800000000003,1
14375,1,At Risk,258,2,875.31,0
14379,1,At Risk,103,3,1031.79,0
14382,1,At Risk,198,2,620.73,0
14388,3,Champions,11,14,4661.35,0
14389,2,Potential Loyalists,126,7,854.55,0
14390,0,Loyal Customers,19,9,2783.09,0
14395,3,Champions,30,18,6326.24,0
14396,2,Potential Loyalists,179,6,1744.29,0
14398,1,At Risk,209,2,707.79,1
14399,2,Potential Loyalists,202,9,2113.16,1
14400,1,At Risk,208,3,1157.77,0
14401,2,Potential Loyalists,123,13,3296.54,0
14403,0,Loyal Customers,25,7,1380.7099999999996,0
14404,2,Potential Loyalists,67,12,2148.37,0
14408,2,Potential Loyalists,46,6,2208.88,0
14409,2,Potential Loyalists,126,7,2362.74,0
14410,0,Loyal Customers,14,10,2323.87,0
14413,1,At Risk,170,4,770.37,1
14414,1,At Risk,166,2,1119.55,0
14415,3,Champions,6,21,8590.57,0
14419,1,At Risk,60,3,510.41,0
14420,2,Potential Loyalists,204,5,1251.65,0
14421,0,Loyal Customers,19,6,2111.44,0
14422,3,Champions,75,16,6409.19,0
14423,0,Loyal Customers,26,4,916.61,1
14425,1,At Risk,235,5,661.3899999999999,1
14426,3,Champions,84,17,8741.849999999999,0
14427,1,At Risk,302,2,900.1800000000001,0
14428,1,At Risk,40,3,330.62,0
14430,2,Potential Loyalists,319,5,1220.9,1
14431,2,Potential Loyalists,106,5,2614.2,1
14437,2,Potential Loyalists,173,6,958.84,1
14439,2,Potential Loyalists,127,5,9443.04,1
14440,2,Potential Loyalists,124,12,5466.76,0
14441,2,Potential Loyalists,63,12,3255.6400000000003,0
14442,3,Champions,6,11,5367.02,1
14443,2,Potential Loyalists,113,6,1574.6699999999998,0
14446,1,At Risk,54,2,504.77,0
14447,0,Loyal Customers,4,3,1149.5299999999995,0
14449,2,Potential Loyalists,54,6,1977.0,0
14450,0,Loyal Customers,51,6,914.64,0
14451,3,Champions,2,17,3006.1800000000003,0
14452,1,At Risk,203,2,401.15,0
14454,2,Potential Loyalists,184,6,977.3,1
14455,1,At Risk,240,5,628.21,1
14460,2,Potential Loyalists,118,10,689.16,0
